iter	Passed	Remaining
242	254	793
243	255	792
244	256	791
245	257	790
246	258	789
247	259	787
248	260	786
249	261	785
250	263	785
251	264	784
252	265	783
253	266	782
254	267	781
255	268	780
256	269	779
257	270	777
258	271	776
259	272	775
260	273	774
261	274	773
262	275	772
263	276	771
264	277	770
265	279	770
266	280	769
267	281	768
268	282	767
269	283	765
270	284	764
271	285	763
272	286	762
273	287	761
274	288	760
275	289	759
276	290	758
277	291	756
278	292	755
279	293	753
280	294	754
281	295	753
282	296	751
283	297	750
284	298	749
285	299	748
286	300	747
287	301	746
288	302	745
289	303	743
290	304	742
291	305	741
292	306	740
293	307	739
294	308	738
295	310	738
296	311	737
297	312	735
298	313	734
299	314	733
300	315	732
301	316	730
302	317	729
303	318	728
304	319	727
305	320	726
306	321	724
307	322	723
308	323	722
309	324	721
310	325	721
311	326	720
312	327	719
313	328	718
314	329	716
315	330	715
316	331	714
317	332	713
318	333	712
319	334	711
320	335	710
321	336	709
322	337	707
323	338	706
324	339	706
325	341	705
326	342	704
327	343	703
328	344	702
329	345	700
330	346	699
331	347	698
332	348	697
333	349	696
334	350	696
335	351	695
336	352	693
337	353	692
338	354	691
339	356	691
340	357	690
341	358	689
342	359	688
343	360	687
344	361	686
345	362	685
346	363	683
347	364	682
348	365	681
349	366	680
350	367	679
351	368	678
352	369	677
353	370	676
354	371	675
355	372	674
356	374	673
357	374	671
358	375	670
359	377	670
360	378	669
361	413	729
362	415	729
363	417	728
364	418	727
365	419	726
366	420	725
367	422	724
368	424	726
369	431	734
370	432	732
371	433	731
372	434	730
373	435	729
374	436	728
375	437	726
376	438	725
377	439	723
378	440	722
379	442	721
380	443	719
381	444	718
382	445	717
383	446	715
384	447	714
385	448	713
386	449	711
387	450	710
388	451	709
389	452	708
390	453	706
391	454	705
392	456	704
393	457	702
394	458	701
395	459	700
396	460	698
397	461	697
398	462	696
399	463	694
400	464	693
401	465	692
402	466	691
403	467	689
404	468	688
405	469	687
406	470	685
407	471	684
408	472	682
409	473	681
410	474	679
411	475	678
412	476	676
413	477	675
414	478	674
415	479	672
416	480	672
417	482	671
418	483	669
419	484	668
420	485	667
421	486	665
422	487	664
423	488	663
424	489	661
425	490	660
426	491	659
427	492	657
428	493	656
429	494	655
430	495	653
431	496	653
432	497	652
433	498	650
434	500	649
435	501	648
436	502	646
437	503	645
438	504	644
439	505	642
440	506	641
441	507	640
442	508	638
443	509	637
444	510	636
445	512	636
446	513	635
447	514	633
448	515	632
449	516	631
450	517	630
451	518	628
452	519	627
453	520	626
454	521	624
455	522	623
456	523	622
457	524	620
458	525	619
459	526	618
460	528	617
461	529	616
462	530	614
463	531	613
464	532	612
465	533	610
466	534	609
467	535	608
468	536	606
469	537	605
470	538	604
471	539	603
472	540	601
473	541	600
474	542	599
475	543	598
476	544	597
477	545	596
478	546	594
479	547	593
480	548	592
481	550	591
482	551	589
483	552	588
484	553	587
485	554	586
486	555	584
487	556	583
488	558	583
489	559	582
490	560	581
491	561	579
492	562	578
493	563	577
494	564	576
495	565	574
496	566	573
497	567	572
498	569	571
499	570	570
500	571	569
501	572	567
502	573	567
503	574	565
504	575	564
505	576	563
506	577	562
507	578	560
508	579	559
509	580	558
510	581	556
511	583	555
512	584	554
513	585	553
514	586	552
515	587	550
516	588	550
517	589	548
518	590	547
519	591	546
520	592	544
521	593	543
522	594	542
523	595	541
524	596	540
525	597	538
526	599	537
527	600	536
528	601	535
529	602	533
530	603	532
531	604	531
532	605	530
533	606	529
534	607	528
535	608	526
536	609	525
537	610	524
538	611	523
539	612	522
540	613	520
541	614	519
542	615	518
543	616	517
544	617	515
545	619	514
546	620	513
547	621	512
548	622	511
549	623	510
550	624	508
551	625	507
552	626	506
553	627	505
554	628	504
555	629	502
556	630	501
557	631	500
558	632	499
559	633	498
560	635	497
561	636	495
562	637	494
563	638	493
564	639	492
565	640	491
566	641	489
567	642	488
568	643	487
569	644	486
570	645	484
571	646	483
572	647	482
573	648	481
574	649	480
575	650	479
576	651	477
577	652	476
578	653	475
579	654	474
580	655	473
581	657	471
582	658	470
583	659	469
584	660	468
585	661	466
586	662	465
587	663	464
588	664	463
589	665	462
590	666	461
591	667	460
592	668	459
593	669	457
594	670	456
595	671	455
596	672	454
597	674	453
598	675	451
599	676	450
600	677	449
601	678	448
602	679	447
603	680	445
604	681	444
605	682	443
606	683	442
607	684	441
608	685	440
609	686	438
610	687	437
611	688	436
612	689	435
613	690	434
614	691	432
615	692	431
616	693	430
617	694	429
618	696	428
619	697	427
620	698	426
621	699	424
622	700	423
623	701	422
624	702	421
625	703	420
626	704	419
627	705	417
628	706	416
629	707	415
630	708	414
631	709	413
632	710	411
633	712	411
634	713	409
635	714	408
636	715	407
637	716	406
638	717	405
639	718	403
640	719	402
641	720	401
642	721	400
643	722	399
644	723	398
645	724	396
646	725	395
647	726	394
648	728	393
649	729	392
650	730	391
651	731	390
652	732	389
653	733	387
654	734	386
655	735	385
656	736	384
657	737	383
658	738	382
659	739	380
660	740	379
661	741	378
662	742	377
663	743	376
664	744	375
665	745	374
666	746	372
667	748	371
668	749	370
669	750	369
670	751	368
671	752	367
672	753	365
673	754	364
674	755	363
675	756	362
676	757	361
677	758	360
678	760	359
679	761	358
680	762	356
681	763	355
682	764	354
683	765	353
684	766	352
685	767	351
686	768	349
687	769	348
688	770	347
689	771	346
690	772	345
691	773	344
692	774	343
693	775	342
694	776	340
695	777	339
696	778	338
697	779	337
698	781	336
699	782	335
700	783	334
701	784	332
702	785	331
703	787	331
704	788	329
705	789	328
706	790	327
707	791	326
708	792	325
709	793	324
710	794	322
711	795	321
712	796	320
713	797	319
714	798	318
715	799	317
716	800	315
717	801	314
718	803	313
719	804	312
720	805	311
721	806	310
722	807	309
723	808	308
724	809	306
725	810	305
726	811	304
727	812	303
728	813	302
729	814	301
730	815	300
731	816	298
732	817	297
733	818	296
734	819	295
735	820	294
736	821	293
737	822	292
738	823	290
739	824	289
740	825	288
741	826	287
742	827	286
743	828	285
744	829	284
745	830	282
746	831	281
747	833	280
748	834	279
749	835	278
750	836	277
751	837	276
752	838	275
753	839	273
754	840	272
755	841	271
756	842	270
757	843	269
758	844	268
759	845	267
760	846	265
761	847	264
762	849	263
763	850	262
764	851	261
765	852	260
766	853	259
767	854	258
768	855	256
769	856	255
770	857	254
771	858	253
772	859	252
773	860	251
774	861	250
775	862	249
776	864	247
777	865	246
778	866	245
779	867	244
780	868	243
781	869	242
782	870	241
783	871	240
784	872	238
785	873	237
786	874	236
787	875	235
788	876	234
789	877	233
790	878	232
791	879	231
792	880	229
793	881	228
794	882	227
795	883	226
796	884	225
797	886	224
798	887	223
799	888	222
800	889	220
801	890	219
802	891	218
803	892	217
804	893	216
805	894	215
806	895	214
807	896	213
808	897	211
809	898	210
810	899	209
811	900	208
812	901	207
813	902	206
814	903	205
815	904	204
816	905	202
817	906	201
818	907	200
819	908	199
820	910	198
821	911	197
822	912	196
823	913	195
824	914	194
825	915	192
826	916	191
827	917	190
828	918	189
829	919	188
830	920	187
831	921	186
832	922	185
833	923	183
834	925	182
835	926	181
836	927	180
837	928	179
838	929	178
839	930	177
840	931	176
841	932	174
842	933	173
843	934	172
844	935	171
845	936	170
846	937	169
847	938	168
848	939	167
849	940	166
850	942	164
851	943	163
852	944	162
853	945	161
854	946	160
855	947	159
856	948	158
857	949	157
858	950	156
859	951	154
860	953	153
861	954	152
862	955	151
863	956	150
864	957	149
865	958	148
866	960	147
867	961	146
868	962	145
869	963	143
870	964	142
871	965	141
872	966	140
873	967	139
874	968	138
875	970	137
876	971	136
877	972	135
878	973	134
879	974	132
880	975	131
881	976	130
882	977	129
883	978	128
884	979	127
885	980	126
886	981	125
887	982	123
888	983	122
889	985	121
890	986	120
891	987	119
892	988	118
893	989	117
894	990	116
895	991	115
896	992	113
897	993	112
898	994	111
899	995	110
900	996	109
901	997	108
902	998	107
903	999	106
904	1001	105
905	1002	104
906	1003	102
907	1004	101
908	1005	100
909	1006	99
910	1007	98
911	1008	97
912	1009	96
913	1010	95
914	1011	93
915	1012	92
916	1013	91
917	1014	90
918	1016	89
919	1017	88
920	1018	87
921	1019	86
922	1020	85
923	1021	84
924	1022	82
925	1023	81
926	1024	80
927	1025	79
928	1026	78
929	1027	77
930	1028	76
931	1029	75
932	1031	74
933	1032	72
934	1033	71
935	1034	70
936	1035	69
937	1036	68
938	1037	67
939	1038	66
940	1039	65
941	1040	64
942	1041	62
943	1042	61
944	1043	60
945	1044	59
946	1045	58
947	1047	57
948	1048	56
949	1049	55
950	1050	54
951	1051	53
952	1052	51
953	1053	50
954	1054	49
955	1055	48
956	1056	47
957	1057	46
958	1058	45
959	1059	44
960	1060	43
961	1062	41
962	1063	40
963	1064	39
964	1065	38
965	1066	37
966	1067	36
967	1068	35
968	1069	34
969	1070	33
970	1071	32
971	1072	30
972	1073	29
973	1074	28
974	1075	27
975	1076	26
976	1078	25
977	1079	24
978	1080	23
979	1081	22
980	1082	20
981	1083	19
982	1084	18
983	1085	17
984	1086	16
985	1087	15
986	1088	14
987	1089	13
988	1090	12
989	1091	11
990	1093	9
991	1094	8
992	1095	7
993	1096	6
994	1097	5
995	1098	4
996	1099	3
997	1100	2
998	1101	1
999	1102	0
