iter	RMSE
444	0.2717660371
445	0.271652784
446	0.2715475101
447	0.2714045082
448	0.2712208265
449	0.2710531296
450	0.2708285959
451	0.2705400668
452	0.2703931066
453	0.2701203886
454	0.269963695
455	0.2698599244
456	0.2694574446
457	0.2691971546
458	0.2689588905
459	0.2687387053
460	0.2686212153
461	0.2684925739
462	0.268391198
463	0.268235015
464	0.2681333411
465	0.267974101
466	0.2679401634
467	0.2677586663
468	0.2677300017
469	0.2676318887
470	0.2674841741
471	0.2674512347
472	0.267419002
473	0.2672112439
474	0.2670328533
475	0.266888062
476	0.2666689473
477	0.2665384898
478	0.266270535
479	0.2659698045
480	0.2658355599
481	0.2656842666
482	0.2655459861
483	0.2653913354
484	0.2650253825
485	0.2648332018
486	0.264698448
487	0.2644676563
488	0.2640521665
489	0.2639047992
490	0.2637531158
491	0.2634865446
492	0.2634524788
493	0.2632050982
494	0.263085251
495	0.2628972329
496	0.2627393837
497	0.2625750896
498	0.2622672024
499	0.2621681162
500	0.2620973855
501	0.2616383092
502	0.2613415281
503	0.2611645221
504	0.261021518
505	0.2607635706
506	0.2606225469
507	0.2603398824
508	0.260155187
509	0.2600658673
510	0.2598753801
511	0.2597430689
512	0.2595972566
513	0.2594265887
514	0.2587623738
515	0.2584696353
516	0.2583430217
517	0.2581342532
518	0.2580908679
519	0.2579565653
520	0.2577829271
521	0.2575988362
522	0.2574354133
523	0.2573347657
524	0.2571969596
525	0.2571001092
526	0.2569645127
527	0.2568300935
528	0.2563694378
529	0.2560493078
530	0.2559348392
531	0.2558494701
532	0.2557388713
533	0.2555179599
534	0.2553975421
535	0.2552714679
536	0.2552428816
537	0.2549191233
538	0.2546771916
539	0.2543378579
540	0.2541052368
541	0.2539827583
542	0.2537006799
543	0.2535410957
544	0.2532400166
545	0.2529944369
546	0.252859206
547	0.252623941
548	0.2524322859
549	0.2523256595
550	0.2522076402
551	0.2519379533
552	0.2516860517
553	0.2515377321
554	0.2514246553
555	0.2512990917
556	0.251103526
557	0.2509341841
558	0.2506745123
559	0.2504937586
560	0.2504111419
561	0.2503773336
562	0.2502340928
563	0.2501192541
564	0.2499577687
565	0.2498096224
566	0.2496909196
567	0.2494286209
568	0.2491628162
569	0.2490739161
570	0.2489636437
571	0.2488272717
572	0.248755784
573	0.248585892
574	0.2484351942
575	0.2483532549
576	0.2482563058
577	0.2481520344
578	0.2481248998
579	0.2478269678
580	0.247742283
581	0.2475284493
582	0.2474447749
583	0.2473659909
584	0.247222749
585	0.2468340848
586	0.2465798872
587	0.2463662944
588	0.2462600895
589	0.2459895318
590	0.2458839491
591	0.2457585824
592	0.2456405891
593	0.2455650501
594	0.2451973868
595	0.245035879
596	0.2448185116
597	0.244211107
598	0.2440696281
599	0.2440174877
600	0.2439558279
601	0.2438405544
602	0.2436987278
603	0.2435985399
604	0.2434940212
605	0.243424394
606	0.2433450306
607	0.2429750919
608	0.2428207275
609	0.2426009244
610	0.2424173358
611	0.2423909596
612	0.2420363822
613	0.2419008248
614	0.2418545649
615	0.2418240981
616	0.2416981807
617	0.2414935993
618	0.2413851191
619	0.2411946881
620	0.2410857336
621	0.2409720428
622	0.2405419425
623	0.2404776462
624	0.240338069
625	0.2398998141
626	0.2396271822
627	0.239451062
628	0.2393672092
629	0.2392723075
630	0.2391207733
631	0.2390448722
632	0.2389201022
633	0.2383709228
634	0.2380356264
635	0.2379579869
636	0.2377630026
637	0.23764107
638	0.2374678587
639	0.2372370255
640	0.2371474253
641	0.2369938782
642	0.2368064285
643	0.2366541336
644	0.2364946704
645	0.2363732723
646	0.2362003955
647	0.2361020001
648	0.2359499782
649	0.235766322
650	0.2356801894
651	0.2355822162
652	0.235505384
653	0.2353470768
654	0.2352379332
655	0.2350914027
656	0.2349699605
657	0.2349476267
658	0.2347868203
659	0.2346334128
660	0.234549078
661	0.2344722721
662	0.2342739982
663	0.2342464949
664	0.2340709181
665	0.2339594462
666	0.2337848267
667	0.2335961071
668	0.233382941
669	0.233217739
670	0.2327822073
671	0.2326612157
672	0.2325142285
673	0.2324928764
674	0.2323321463
675	0.2319377442
676	0.231734752
677	0.2316482466
678	0.2315298026
679	0.2314410571
680	0.2311455544
681	0.2310324928
682	0.2309229815
683	0.2307975206
684	0.230775254
685	0.2307053574
686	0.2305813347
687	0.2305635908
688	0.2304209691
689	0.230308055
690	0.2299370609
691	0.2298706807
692	0.2297846934
693	0.2296462246
694	0.229626975
695	0.2293253332
696	0.2291529246
697	0.2290006001
698	0.2287996265
699	0.2286797338
700	0.2285998979
701	0.2284202514
702	0.2283182816
703	0.2280966992
704	0.2279072526
705	0.2276329617
706	0.2276146317
707	0.2275405463
708	0.2273642852
709	0.2272423167
710	0.2272242699
711	0.2269903951
712	0.226817788
713	0.2266377222
714	0.2264664093
715	0.2263577901
716	0.2261704713
717	0.2261028611
718	0.2260109963
719	0.2258452451
720	0.2257307529
721	0.2255158056
722	0.2254112421
723	0.2253063344
724	0.2250916475
725	0.2250524902
726	0.2248898026
727	0.2248114374
728	0.2247295076
729	0.2246326339
730	0.2244715988
731	0.2243429497
732	0.2241806586
733	0.224163443
734	0.2240003446
735	0.2238989794
736	0.2237433727
737	0.2236700741
738	0.2234438747
739	0.2232667802
740	0.2231607573
741	0.2230338425
742	0.2228896069
743	0.2227322553
744	0.222608687
745	0.2225398525
746	0.2222859433
747	0.2221668655
748	0.2220154582
749	0.2219457738
750	0.2217809254
751	0.2215100611
752	0.2214114364
753	0.2213061909
754	0.2211611526
755	0.2210606051
756	0.2208456022
757	0.2207791924
758	0.2206352329
759	0.2204901537
760	0.2201589223
761	0.2199420776
762	0.2198166076
763	0.2197386282
764	0.2196252469
765	0.2193089558
766	0.2191704834
767	0.218978388
768	0.2188313522
769	0.2187670067
770	0.2186463255
771	0.2185761938
772	0.2184070726
773	0.2182075909
774	0.2181157891
775	0.2179384152
776	0.2178587004
777	0.2177530113
778	0.2176132721
779	0.2175609425
780	0.2173994952
781	0.2172846074
782	0.2171004964
783	0.2167768628
784	0.2165138637
785	0.216421839
786	0.216333939
787	0.2162679718
788	0.2161987058
789	0.2161300458
790	0.2159691755
791	0.2159012881
792	0.2158783083
793	0.2156696751
794	0.215592675
795	0.215491196
796	0.2153823512
797	0.2150117953
798	0.2149605139
799	0.2148223212
800	0.2147522825
801	0.2147028443
802	0.2146356572
803	0.2146212079
804	0.2144861228
805	0.2142879942
806	0.214190662
807	0.2140921045
808	0.2139548201
809	0.2138954229
810	0.2138142462
811	0.2135234612
812	0.2134846167
813	0.2131290363
814	0.2130398455
815	0.212906906
816	0.2128514232
817	0.212673981
818	0.2125876046
819	0.2124807309
820	0.2122912869
821	0.2121060574
822	0.212030459
823	0.2117399787
824	0.2116028082
825	0.2115175178
826	0.2114026466
827	0.2113632263
828	0.2112718244
829	0.2109342612
830	0.2107327968
831	0.2106797673
832	0.2105333064
833	0.2103990277
834	0.2103768802
835	0.2102487401
836	0.2101720658
837	0.2100299168
838	0.209955404
839	0.2097960593
840	0.2096462917
841	0.2093683442
842	0.2092774996
843	0.2091542728
844	0.2090359114
845	0.2088202431
846	0.2087610415
847	0.2084446233
848	0.2083699542
849	0.20806158
850	0.2079450822
851	0.2078936984
852	0.2077956347
853	0.207596145
854	0.2074587669
855	0.2073294126
856	0.2071731066
857	0.2070447129
858	0.2069317161
859	0.2068052081
860	0.2066948754
861	0.2066052487
862	0.206477036
863	0.2063831336
864	0.2063315655
865	0.2062444164
866	0.2061524418
867	0.2060207687
868	0.2059271313
869	0.2057578803
870	0.2056676453
871	0.2055790905
872	0.2054448989
873	0.2053297791
874	0.2050158476
875	0.2047649756
876	0.2045213418
877	0.2044415662
878	0.2042865892
879	0.2041896146
880	0.2041264071
881	0.2040773604
882	0.2039953103
883	0.2037537205
884	0.2036477382
885	0.2035191942
886	0.2034729105
887	0.2033513742
888	0.2032431424
889	0.2031709437
890	0.203057466
891	0.2030418355
892	0.2029691044
893	0.2028809331
894	0.2026452127
895	0.2025282353
896	0.2023806421
897	0.2023018215
898	0.2022823066
899	0.2021296452
900	0.20205198
901	0.2019367514
902	0.2018646905
903	0.2017792815
904	0.2016808228
905	0.2015661554
906	0.2014681136
907	0.2014215931
908	0.2012634277
909	0.2012117747
910	0.2010893604
911	0.2010469772
912	0.200908155
913	0.2008345149
914	0.2007468807
915	0.2006776298
916	0.2003829135
917	0.2001055922
918	0.200021637
919	0.1999476817
920	0.1998289462
921	0.1997071576
922	0.1996139018
923	0.1993709578
924	0.1992953463
925	0.1992166399
926	0.1991831976
927	0.1990213627
928	0.1989486383
929	0.1988353036
930	0.1987086373
931	0.1986315445
932	0.1985109676
933	0.198296475
934	0.1981343342
935	0.1979815913
936	0.1979180588
937	0.1977639622
938	0.1976720385
939	0.1975556917
940	0.1974341876
941	0.1973910619
942	0.1972846298
943	0.1972022659
944	0.1971837602
945	0.1969728028
946	0.1968697432
947	0.1968015532
948	0.1965880031
949	0.1965072902
950	0.1963019621
951	0.1962316999
952	0.1961866162
953	0.1957988996
954	0.1956022777
955	0.1954555798
956	0.1953628441
957	0.1952794358
958	0.1951784085
959	0.1951603843
960	0.195070798
961	0.1949375389
962	0.1948306543
963	0.1947798603
964	0.1947023218
965	0.1944259972
966	0.1941675979
967	0.1940437074
968	0.1940199059
969	0.1939880001
970	0.1938901958
971	0.1937496459
972	0.1935021244
973	0.1934197087
974	0.193371108
975	0.1933080772
976	0.1930786525
977	0.1929992255
978	0.1928864842
979	0.1927911332
980	0.1927050857
981	0.1925901087
982	0.1923946821
983	0.1922807569
984	0.1922441851
985	0.1921415526
986	0.1918671774
987	0.1918193823
988	0.1917417771
989	0.1916557419
990	0.1915388945
991	0.1914378379
992	0.1913191891
993	0.1912469594
994	0.1912151377
995	0.1909553219
996	0.1907282634
997	0.1905943278
998	0.1905494449
999	0.1902779008
